id,date,time,home_team,away_team,fthg,ftag,ftr,hthg,htag,htr,referee,hs,as_,hst,ast,hf,af,hc,ac,hy,ay,hr,ar,b365h,b365d,b365a,bwh,bwd,bwa,maxh,maxd,maxa,avgh,avgd,avga,total_goals,goal_diff,implied_prob_h,implied_prob_d,implied_prob_a,kickoff,home_win,home_goals_for_last5,home_goals_against_last5,home_points_last5,home_pass_accuracy_last5,home_progressive_passes_last5,home_progressive_pass_rate_last5,home_shots_last5,home_shots_on_target_last5,home_shot_accuracy_last5,home_conversion_rate_last5,home_big_chances_last5,home_big_chance_rate_last5,home_assisted_shot_rate_last5,home_touches_last5,home_touches_per_shot_last5,home_avg_shot_distance_last5,home_avg_shot_angle_last5,home_avg_score_diff_before_shot_last5,away_goals_for_last5,away_goals_against_last5,away_points_last5,away_pass_accuracy_last5,away_progressive_passes_last5,away_progressive_pass_rate_last5,away_shots_last5,away_shots_on_target_last5,away_shot_accuracy_last5,away_conversion_rate_last5,away_big_chances_last5,away_big_chance_rate_last5,away_assisted_shot_rate_last5,away_touches_last5,away_touches_per_shot_last5,away_avg_shot_distance_last5,away_avg_shot_angle_last5,away_avg_score_diff_before_shot_last5,ref_avg_yellows_last10,ref_avg_fouls_last10,ref_avg_goals_last10,ref_home_win_rate_last10,b365_home_prob,b365_draw_prob,b365_away_prob,bw_home_prob,bw_draw_prob,bw_away_prob,max_home_prob,max_draw_prob,max_away_prob,avg_home_prob,avg_draw_prob,avg_away_prob,odds_gap_home_away,implied_prob_sum_b365,market_favorite_strength,market_entropy_b365,home_odds_dispersion,away_odds_dispersion,goals_for_diff_last5,goals_against_diff_last5,points_diff_last5,pass_accuracy_diff_last5,progressive_pass_rate_diff_last5,shots_diff_last5,shots_on_target_diff_last5,shot_accuracy_diff_last5,conversion_rate_diff_last5,big_chances_diff_last5,big_chance_rate_diff_last5,assisted_shot_rate_diff_last5,touches_per_shot_diff_last5,avg_shot_distance_diff_last5,avg_shot_angle_diff_last5,avg_score_diff_before_shot_diff_last5,result_code
166,20/12/2025,17:30,Tottenham,Liverpool,1,2,A,0,0,D,J Brooks,15,8,4,4,9,7,2,6,3,3,2,0,3.5,3.75,2.0,3.4,3.7,2.05,3.5,3.85,2.1,3.36,3.71,2.02,3.0,-1,0.286,0.267,0.5,2025-12-20 17:30:00,0,1.2,2.2,0.8,0.7786897575247418,82.8,0.18551489100071356,9.2,6.4,0.7226190476190475,0.15761904761904763,1.6,0.12023809523809523,0.7652380952380953,624.6,90.6595238095238,18.11750103012222,0.45008684473236027,-0.9407142857142856,1.6,1.4,1.6,0.8419074526932647,97.6,0.16263785344927453,17.4,10.8,0.6139665286404418,0.10416666666666666,2.4,0.16821946169772253,0.8373102139406488,755.0,47.030339889579025,17.304910713902288,0.46328750544678793,-0.03631815044858522,2.5,25.0,2.75,0.75,0.2857142857142857,0.26666666666666666,0.5,0.29411764705882354,0.27027027027027023,0.48780487804878053,0.2857142857142857,0.2597402597402597,0.47619047619047616,0.2976190476190476,0.2695417789757412,0.49504950495049505,-1.5,1.0523809523809524,0.4751131221719457,1.0554196916488192,0.0711805216802088,0.04349329450233299,-0.40000000000000013,0.8000000000000003,-0.8,-0.06321769516852294,0.022877037551439022,-8.2,-4.4,0.10865251897860573,0.05345238095238097,-0.7999999999999998,-0.047981366459627306,-0.07207211870255348,43.62918391994478,0.8125903162199322,-0.013200660714427659,-0.9043961352657004,2
167,20/12/2025,20:00,Everton,Arsenal,0,1,A,0,1,A,S Barrott,5,13,1,2,4,5,2,3,2,2,0,0,5.75,4.1,1.57,5.5,3.8,1.62,6.5,4.1,1.62,6.03,3.89,1.57,1.0,-1,0.174,0.244,0.637,2025-12-20 20:00:00,0,1.2,1.2,1.8,0.7422166759164555,83.6,0.20770139102810764,9.6,5.8,0.6091375291375292,0.13841491841491843,1.4,0.12349650349650347,0.8211188811188812,569.8,74.29622377622377,15.935792257185554,0.48974745626276694,-0.9173426573426571,2.0,1.0,2.0,0.8223525073819091,82.6,0.1567127129550737,14.2,8.2,0.5851470588235295,0.11205882352941177,3.0,0.20446078431372547,0.786078431372549,677.4,50.77774509803921,15.925146376652169,0.47927654324372265,0.2537254901960785,4.2,20.6,3.0,0.5,0.17391304347826086,0.24390243902439027,0.6369426751592356,0.18181818181818182,0.2631578947368421,0.6172839506172839,0.15384615384615385,0.24390243902439027,0.6172839506172839,0.16583747927031509,0.2570694087403599,0.6369426751592356,-4.18,1.0547581576618867,0.6038755619308649,0.9403974600987803,0.42868014494103496,0.028867513459481315,-0.8,0.19999999999999996,-0.19999999999999996,-0.08013583146545367,0.05098867807303395,-4.6,-2.3999999999999995,0.0239904703139997,0.026356094885506665,-1.6,-0.080964280817222,0.03504044974633225,23.518478678184557,0.01064588053338511,0.010470913019044292,-1.1710681475387354,2
168,20/12/2025,20:00,Leeds,Crystal Palace,4,1,H,2,0,H,T Bramall,20,9,8,3,5,10,9,5,1,3,0,0,2.6,3.3,2.75,2.55,3.3,2.75,2.7,3.3,2.88,2.6,3.25,2.76,5.0,3,0.385,0.303,0.364,2025-12-20 20:00:00,1,2.0,2.0,1.0,0.7390826843624346,83.2,0.21572282769077566,14.0,8.2,0.5942577030812325,0.15513538748832867,2.4,0.18860877684407093,0.6106442577030812,556.8,42.43389355742297,15.319197341537205,0.5732568300763764,-0.2935107376283847,1.2,1.2,1.8,0.7538681800417764,86.6,0.20559947072562604,10.8,7.6,0.7611038961038961,0.15731601731601733,2.4,0.30141774891774886,0.7329220779220779,583.0,78.52101731601732,14.787649399087048,0.5159713114617578,0.17127705627705625,3.2222222222222223,21.22222222222222,2.111111111111111,0.3333333333333333,0.3846153846153846,0.30303030303030304,0.36363636363636365,0.3921568627450981,0.30303030303030304,0.36363636363636365,0.37037037037037035,0.30303030303030304,0.3472222222222222,0.3846153846153846,0.3076923076923077,0.3623188405797102,0.1499999999999999,1.051282051282051,0.3658536585365854,1.0936446812238552,0.0629152869605897,0.0635085296108588,0.8,0.8,-0.8,-0.014785495679341731,0.010123356965149627,3.1999999999999993,0.5999999999999996,-0.16684619302266357,-0.002180629827688657,0.0,-0.11280897207367793,-0.12227782021899669,-36.08712375859435,0.5315479424501568,0.057285518614618613,-0.46478779390544095,0
169,21/12/2025,16:30,Aston Villa,Man United,2,1,H,1,1,D,M Oliver,12,15,4,6,11,14,5,5,1,2,0,0,2.1,3.6,3.3,2.1,3.7,3.25,2.15,3.75,3.4,2.1,3.64,3.26,3.0,1,0.476,0.278,0.303,2025-12-21 16:30:00,1,2.4,1.4,3.0,0.8187846233330104,77.0,0.1642418143950402,13.4,9.6,0.7145238095238095,0.19154761904761902,2.6,0.1895238095238095,0.8139285714285714,638.0,53.794404761904765,17.037314757441884,0.48580196383918006,-0.2204761904761905,2.2,1.6,1.6,0.7990720005779767,90.2,0.16654720180067908,21.6,14.8,0.6606685340802988,0.10196576408341114,3.6,0.16312480547774663,0.7057740429505135,726.4,35.56072580143169,16.96029939956582,0.48679333388178314,0.024963585434173652,2.9,22.1,2.8,0.4,0.47619047619047616,0.2777777777777778,0.30303030303030304,0.47619047619047616,0.27027027027027023,0.3076923076923077,0.46511627906976744,0.26666666666666666,0.29411764705882354,0.47619047619047616,0.2747252747252747,0.3067484662576687,1.1999999999999997,1.056998556998557,0.45051194539249145,1.068597583873815,0.02499999999999991,0.06849574196011507,0.19999999999999973,-0.20000000000000018,1.4,0.019712622755033715,-0.0023053874056388757,-8.200000000000001,-5.200000000000001,0.05385527544351065,0.08958185496420788,-1.0,0.02639900404606288,0.10815452847805795,18.23367896047308,0.07701535787606417,-0.0009913700426030791,-0.24543977591036414,0
170,22/12/2025,20:00,Fulham,Nottingham Forest,1,0,H,1,0,H,A Taylor,11,12,1,2,5,9,1,5,5,4,0,0,2.4,3.25,3.0,2.37,3.4,2.95,2.5,3.4,3.1,2.42,3.27,2.93,1.0,1,0.417,0.308,0.333,2025-12-22 20:00:00,1,2.2,2.0,1.8,0.815215442545534,85.0,0.1650905332782829,12.4,7.6,0.666941391941392,0.25906593406593403,1.8,0.14871794871794872,0.7469780219780219,702.2,69.1040293040293,16.427405773182304,0.48795169994343357,0.22042124542124544,1.4,1.0,1.8,0.7703519009214684,86.4,0.21278410281797414,13.4,9.2,0.6935087719298245,0.125,2.0,0.15552631578947368,0.6550877192982456,610.8,50.66175438596491,16.310867422651153,0.4614562691765271,0.4597368421052632,3.3,21.0,3.6,0.4,0.4166666666666667,0.3076923076923077,0.3333333333333333,0.42194092827004215,0.29411764705882354,0.3389830508474576,0.4,0.29411764705882354,0.3225806451612903,0.4132231404958678,0.3058103975535168,0.341296928327645,0.6000000000000001,1.0576923076923077,0.393939393939394,1.0900818712761602,0.055602757725374236,0.0759385716659634,0.8000000000000003,1.0,0.0,0.044863541624065584,-0.04769356953969123,-1.0,-1.5999999999999996,-0.026567379988432505,0.13406593406593403,-0.19999999999999996,-0.006808367071524962,0.09189030267977627,18.442274918064385,0.11653835053115102,0.02649543076690647,-0.23931559668401778,0
171,26/12/2025,20:00,Man United,Newcastle,1,0,H,1,0,H,A Taylor,10,16,4,3,9,5,2,11,2,1,0,0,2.55,3.6,2.6,2.45,3.6,2.65,2.55,3.75,2.8,2.47,3.58,2.67,1.0,1,0.392,0.278,0.385,2025-12-26 20:00:00,1,2.4,1.8,1.6,0.7940018248914139,86.4,0.16717871230936446,19.6,14.0,0.6766685340802987,0.11529909741674446,3.6,0.17912480547774665,0.6524407096171803,692.6,37.77672580143168,17.891686307312035,0.4702432202415281,0.04896358543417363,2.0,1.4,1.6,0.8213950449947862,81.8,0.15647226722324772,13.4,9.4,0.711968526829208,0.17105556981717973,3.0,0.23825153174998376,0.7015053058396712,682.8,56.40220584369191,17.480070534968846,0.46153506973780783,0.8903597950037578,4.2,20.8,3.4,0.4,0.3921568627450981,0.2777777777777778,0.3846153846153846,0.4081632653061224,0.2777777777777778,0.37735849056603776,0.3921568627450981,0.26666666666666666,0.35714285714285715,0.4048582995951417,0.27932960893854747,0.37453183520599254,0.050000000000000266,1.0545500251382605,0.3718712753277712,1.087123706670531,0.05259911279353146,0.08524474568362939,0.3999999999999999,0.40000000000000013,0.0,-0.027393220103372307,0.010706445086116734,6.200000000000001,4.6,-0.03529999274890927,-0.05575647240043527,0.6000000000000001,-0.05912672627223711,-0.04906459622249093,-18.62548004226023,0.4116157723431897,0.008708150503720258,-0.8413962095695842,0
172,27/12/2025,12:30,Nottingham Forest,Man City,1,2,A,0,0,D,R Jones,7,16,2,5,5,13,5,5,1,2,0,0,5.0,4.33,1.6,5.0,4.33,1.6,5.6,4.4,1.6,5.21,4.24,1.59,3.0,-1,0.2,0.231,0.625,2025-12-27 12:30:00,0,0.8,1.2,1.2,0.7961191490183335,90.0,0.1825137677463443,12.8,8.0,0.6335087719298246,0.085,1.6,0.128859649122807,0.7450877192982456,653.2,55.71508771929825,16.70181182595102,0.4500412959185146,0.09973684210526325,3.4,1.2,3.0,0.8671432997259764,67.2,0.10788707900689329,14.2,10.0,0.7234190645955352,0.2604023427552839,4.4,0.30580595874713523,0.7517103811221458,791.2,63.20516934046346,14.721191138228638,0.5381844324720305,1.360359901536372,3.7,20.8,2.8,0.7,0.2,0.23094688221709006,0.625,0.2,0.23094688221709006,0.625,0.17857142857142858,0.22727272727272727,0.625,0.19193857965451055,0.23584905660377356,0.6289308176100629,-3.4,1.05594688221709,0.5918858330143802,0.9579947961678371,0.28288690319631254,0.0050000000000000044,-2.5999999999999996,0.0,-1.8,-0.0710241507076429,0.07462668873945102,-1.3999999999999986,-2.0,-0.0899102926657106,-0.17540234275528388,-2.8000000000000003,-0.17694630962432822,-0.0066226618239002555,-7.49008162116521,1.9806206877223804,-0.08814313655351591,-1.2606230594311088,2
173,27/12/2025,15:00,Arsenal,Brighton,2,1,H,1,0,H,J Brooks,24,8,6,3,7,13,7,2,2,3,0,0,1.42,4.75,7.0,1.43,4.8,6.75,1.44,5.0,8.0,1.41,4.73,7.34,3.0,1,0.704,0.211,0.143,2025-12-27 15:00:00,1,1.4,0.8,2.0,0.8370851163758889,81.8,0.14422949388120182,13.4,7.0,0.5290384615384616,0.08038461538461537,3.0,0.21532051282051282,0.7951282051282051,719.4,56.32525641025641,15.55808643521856,0.46490118957955123,0.17589743589743592,1.2,1.4,1.0,0.8367835982502092,82.4,0.1550640066768657,17.0,10.4,0.6059491978609626,0.05762032085561497,2.8,0.1671886936592819,0.7195091673032848,698.6,41.74878724216959,16.480845756581324,0.47124479807516806,-0.7027788388082505,3.2,23.2,2.8,0.6,0.7042253521126761,0.21052631578947367,0.14285714285714285,0.6993006993006994,0.20833333333333334,0.14814814814814814,0.6944444444444444,0.2,0.125,0.7092198581560284,0.2114164904862579,0.1362397820163488,5.58,1.0576088107592927,0.6658656253129068,0.8625082167825822,0.012909944487358068,0.5419332677246034,0.19999999999999996,-0.5999999999999999,1.0,0.0003015181256796895,-0.010834512795663886,-3.5999999999999996,-3.4000000000000004,-0.076910736322501,0.022764294529000403,0.20000000000000018,0.04813181916123091,0.0756190378249203,14.576469168086817,-0.922759321362765,-0.006343608495616826,0.8786762747056864,0
174,27/12/2025,15:00,Brentford,Bournemouth,4,1,H,2,0,H,P Bankes,15,20,7,10,9,8,2,15,2,2,0,0,2.25,3.6,3.0,2.25,3.6,2.95,2.32,3.75,3.1,2.25,3.57,2.98,5.0,3,0.444,0.278,0.333,2025-12-27 15:00:00,1,1.2,1.2,1.4,0.7690977414025627,93.2,0.2059119866783666,7.6,4.0,0.5619047619047619,0.12857142857142856,2.8,0.3261904761904762,0.6833333333333333,618.8,93.85714285714286,14.245574601089237,0.5177657907131994,-0.4809523809523809,1.4,1.8,0.6,0.7515870397558746,94.8,0.21410409187107474,13.2,6.8,0.5573748473748473,0.09186507936507937,2.6,0.2008211233211233,0.7178785103785105,625.4,60.085228937728935,17.002510504818765,0.4496441880956845,-0.072948717948718,4.5,24.3,2.4,0.8,0.4444444444444444,0.2777777777777778,0.3333333333333333,0.4444444444444444,0.2777777777777778,0.3389830508474576,0.4310344827586207,0.26666666666666666,0.3225806451612903,0.4444444444444444,0.2801120448179272,0.33557046979865773,0.75,1.0555555555555556,0.42105263157894735,1.0795295733255186,0.03499999999999992,0.06499999999999999,-0.19999999999999996,-0.6000000000000001,0.7999999999999999,0.01751070164668811,-0.008192105192708132,-5.6,-2.8,0.0045299145299145804,0.03670634920634919,0.19999999999999973,0.12536935286935288,-0.03454517704517712,33.771913919413926,-2.756935903729529,0.06812160261751488,-0.4080036630036629,0
175,27/12/2025,15:00,Burnley,Everton,0,0,D,0,0,D,C Pawson,16,15,0,6,8,8,6,5,0,2,0,0,4.1,3.4,1.95,4.0,3.25,2.0,4.25,3.5,2.0,4.03,3.33,1.96,0.0,0,0.244,0.294,0.513,2025-12-27 15:00:00,0,1.0,2.0,0.2,0.724292703362609,90.0,0.22062327014646396,9.2,7.2,0.7818181818181819,0.13055555555555556,2.4,0.24886363636363634,0.61489898989899,588.8,74.57159090909092,17.486405267627145,0.44547877546654185,-0.9316919191919192,1.0,1.4,1.2,0.7572974103811874,82.6,0.19524227331288013,10.0,6.0,0.5958041958041959,0.07174825174825175,1.4,0.12349650349650347,0.7411188811188811,580.0,63.77622377622377,15.348564264976867,0.5055005076639587,-0.9173426573426571,1.9,21.3,3.4,0.4,0.24390243902439027,0.29411764705882354,0.5128205128205129,0.25,0.3076923076923077,0.5,0.23529411764705882,0.2857142857142857,0.5,0.24813895781637715,0.3003003003003003,0.5102040816326531,-2.1499999999999995,1.0508405989037266,0.4880098022054963,1.0455109346682698,0.11150485789118482,0.026299556396765858,0.0,0.6000000000000001,-1.0,-0.03300470701857838,0.02538099683358383,-0.8000000000000007,1.2000000000000002,0.186013986013986,0.05880730380730381,1.0,0.12536713286713286,-0.1262198912198912,10.795367132867142,2.137841002650278,-0.060021732197416855,-0.014349261849262107,1
176,27/12/2025,15:00,Liverpool,Wolves,2,1,H,2,0,H,S Hooper,14,9,4,4,5,13,6,4,0,1,0,0,1.25,6.5,10.0,1.24,6.75,10.5,1.25,6.75,13.0,1.24,6.31,11.25,3.0,1,0.8,0.154,0.1,2025-12-27 15:00:00,1,2.0,1.0,2.2,0.8428380700909479,93.4,0.15793102778436502,14.8,9.6,0.6651570048309179,0.15416666666666665,2.6,0.208695652173913,0.8408816425120772,742.4,58.91962560386473,17.190679065873496,0.47448795608694727,0.3243961352657005,0.4,2.0,0.0,0.7473108432398441,82.6,0.22348326822023323,7.2,5.6,0.7783333333333333,0.145,1.2,0.1716666666666667,0.7616666666666666,545.6,80.36444444444444,15.481224132484181,0.5589457734706317,-0.4405555555555556,4.7,24.8,3.3,0.2,0.8,0.15384615384615385,0.1,0.8064516129032259,0.14814814814814814,0.09523809523809523,0.8,0.14814814814814814,0.07692307692307693,0.8064516129032259,0.1584786053882726,0.08888888888888889,8.75,1.0538461538461539,0.759124087591241,0.7135893883917559,0.005773502691896263,1.3129959380490608,1.6,-1.0,2.2,0.09552722685110382,-0.06555224043586821,7.6000000000000005,4.0,-0.11317632850241544,0.009166666666666656,1.4000000000000001,0.037028985507246315,0.0792149758454106,-21.444818840579714,1.7094549333893152,-0.08445781738368441,0.7649516908212561,0
177,27/12/2025,15:00,West Ham,Fulham,0,1,A,0,0,D,C Kavanagh,11,15,2,4,8,8,5,4,1,3,0,0,2.63,3.4,2.6,2.65,3.4,2.55,2.8,3.5,2.75,2.65,3.38,2.59,1.0,-1,0.38,0.294,0.385,2025-12-27 15:00:00,0,0.8,2.0,0.4,0.7603722945844497,71.4,0.1945574371528223,10.0,6.2,0.6155844155844156,0.08701298701298701,1.8,0.17272727272727273,0.6324675324675325,536.4,58.31688311688312,17.140302125324272,0.41474995013546845,-0.21948051948051947,2.2,2.0,1.8,0.8084087616642263,86.2,0.16804078203450185,9.8,6.8,0.7025474525474525,0.2689144189144189,1.4,0.15174825174825174,0.7522810522810522,700.8,75.75251415251415,16.370614547374238,0.49203956587428116,0.23178488178488177,4.4,25.6,2.5,0.6,0.3802281368821293,0.29411764705882354,0.3846153846153846,0.37735849056603776,0.29411764705882354,0.3921568627450981,0.35714285714285715,0.2857142857142857,0.36363636363636365,0.37735849056603776,0.2958579881656805,0.3861003861003861,-0.029999999999999805,1.0589611685563374,0.3632006498781478,1.0914271852113175,0.07889866919029746,0.08770214744615251,-1.4000000000000001,0.0,-1.4,-0.0480364670797766,0.026516655118320465,0.1999999999999993,-0.5999999999999996,-0.08696303696303698,-0.1819014319014319,0.40000000000000013,0.02097902097902099,-0.11981351981351973,-17.435631035631033,0.7696875779500338,-0.07728961573881271,-0.45126540126540127,2
178,27/12/2025,17:30,Chelsea,Aston Villa,1,2,A,1,0,H,S Attwell,14,11,3,8,16,8,6,7,5,3,0,0,1.83,3.9,4.0,1.83,3.9,3.9,1.89,4.0,4.2,1.84,3.82,3.97,3.0,-1,0.546,0.256,0.25,2025-12-27 17:30:00,0,1.2,1.2,1.2,0.8274023260918891,87.2,0.180980406907223,13.2,6.8,0.5171945701357465,0.08676617500146913,1.6,0.10667567726391256,0.8130046424164071,685.4,52.41479109126168,17.226719088455283,0.39910430882579834,-0.14602456367162253,2.4,1.4,3.0,0.8149943007523653,72.2,0.1630724595563305,13.0,10.0,0.7645238095238096,0.1963095238095238,3.0,0.22523809523809524,0.8091666666666667,616.4,53.55392857142857,17.0175064963941,0.4895319820537861,-0.08476190476190477,4.3,20.9,2.8,0.5,0.5464480874316939,0.25641025641025644,0.25,0.5464480874316939,0.25641025641025644,0.25641025641025644,0.5291005291005292,0.25,0.23809523809523808,0.5434782608695652,0.2617801047120419,0.2518891687657431,2.17,1.0528583438419503,0.5190138736400838,1.025779593374133,0.028722813232690058,0.1286791876463842,-1.2,-0.19999999999999996,-1.8,0.012408025339523787,0.01790794735089249,0.1999999999999993,-3.2,-0.24732923938806306,-0.10954334880805466,-1.4,-0.11856241797418268,0.00383797574974043,-1.1391374801668945,0.20921259206118492,-0.09042767322798778,-0.06126265890971776,2
179,28/12/2025,14:00,Sunderland,Leeds,1,1,D,1,0,H,T Harrington,8,17,3,6,7,9,3,9,1,0,0,0,2.5,3.1,2.88,2.5,3.25,2.85,2.7,3.25,2.88,2.56,3.18,2.8,2.0,0,0.4,0.323,0.347,2025-12-28 14:00:00,0,1.0,1.2,1.6,0.7309188465270386,86.4,0.22937059648896332,9.8,6.6,0.6561904761904762,0.09,1.4,0.14690476190476193,0.6602380952380953,521.4,61.08809523809524,17.974523524600137,0.392750148237342,-0.3916666666666667,2.6,1.8,1.6,0.7341915899577752,83.4,0.21422023753041355,15.2,9.0,0.5956862745098039,0.18084967320261436,2.6,0.18575163398692807,0.5192156862745099,559.6,39.929607843137255,15.16946533489731,0.5883757628182924,0.009346405228758136,3.0,19.285714285714285,2.142857142857143,0.42857142857142855,0.4,0.3225806451612903,0.3472222222222222,0.4,0.3076923076923077,0.3508771929824561,0.37037037037037035,0.3076923076923077,0.3472222222222222,0.390625,0.31446540880503143,0.35714285714285715,0.3799999999999999,1.0698028673835127,0.3739006616969595,1.0945542863789386,0.09433981132056612,0.037749172176353776,-1.6,-0.6000000000000001,0.0,-0.00327274343073658,0.01515035895854977,-5.399999999999999,-2.4000000000000004,0.060504201680672276,-0.09084967320261436,-1.2000000000000002,-0.03884687208216614,0.14102240896358542,21.158487394957987,2.8050581897028266,-0.1956256145809504,-0.40101307189542484,1
180,28/12/2025,16:30,Crystal Palace,Tottenham,0,1,A,0,1,A,J Gillett,15,8,2,4,7,5,3,2,3,2,0,0,2.25,3.25,3.2,2.25,3.4,3.1,2.3,3.45,3.35,2.25,3.33,3.19,1.0,-1,0.444,0.308,0.312,2025-12-28 16:30:00,0,1.0,2.0,1.2,0.747622464531922,84.2,0.20790988203667998,10.6,7.4,0.7544372294372295,0.13953823953823954,2.4,0.30586219336219334,0.6862554112554113,567.8,78.28546176046174,14.857517243434279,0.5165530018515421,-0.34650072150072153,1.2,1.8,0.8,0.7768569899543767,80.2,0.17947162916155263,11.6,8.2,0.7359523809523809,0.10428571428571429,2.0,0.1469047619047619,0.7252380952380952,614.8,61.20619047619048,15.281082260855422,0.49556181828254253,-0.6207142857142858,3.625,20.5,3.5,0.25,0.4444444444444444,0.3076923076923077,0.3125,0.4444444444444444,0.29411764705882354,0.3225806451612903,0.4347826086956522,0.2898550724637681,0.29850746268656714,0.4444444444444444,0.3003003003003003,0.31347962382445144,0.9500000000000002,1.0646367521367521,0.41746111389864526,1.0832269604763598,0.02499999999999991,0.10360180178613368,-0.19999999999999996,0.19999999999999996,0.3999999999999999,-0.029234525422454638,0.028438252875127357,-1.0,-0.7999999999999989,0.01848484848484855,0.03525252525252526,0.3999999999999999,0.15895743145743144,-0.0389826839826839,17.079271284271265,-0.4235650174211436,0.02099118356899954,0.27421356421356424,2
181,30/12/2025,19:30,Burnley,Newcastle,1,3,A,1,2,A,R Jones,15,20,4,9,9,3,3,4,2,1,0,0,5.25,4.2,1.6,5.5,3.9,1.61,5.75,4.35,1.62,5.5,4.11,1.59,4.0,-2,0.19,0.238,0.625,2025-12-30 19:30:00,0,0.8,1.4,0.4,0.7394512037406493,89.2,0.21058399082066687,11.2,7.6,0.7026515151515151,0.09722222222222224,2.4,0.22803030303030303,0.6607323232323232,617.4,64.73409090909091,17.21367721665751,0.46040246791259876,-0.8525252525252526,1.2,1.4,1.0,0.8145186574033417,83.0,0.15428851675313476,14.0,9.0,0.6523531422138233,0.10951710827871816,2.2,0.17382845482690687,0.669774536608902,703.4,55.546436612922676,17.523524663064233,0.44069849066945543,0.3586290257729886,3.9,20.8,2.8,0.6,0.19047619047619047,0.23809523809523808,0.625,0.18181818181818182,0.25641025641025644,0.6211180124223602,0.17391304347826086,0.2298850574712644,0.6172839506172839,0.18181818181818182,0.24330900243309,0.6289308176100629,-3.65,1.0535714285714286,0.5932203389830508,0.9551069991236107,0.2041241452319315,0.012909944487358068,-0.3999999999999999,0.0,-0.6,-0.07506745366269241,0.0562954740675321,-2.8000000000000007,-1.4000000000000004,0.05029837293769179,-0.012294886056495924,0.19999999999999973,0.05420184820339616,-0.009042213376578734,9.187654296168233,-0.30984744640672446,0.019703977243143322,-1.2111542782982412,2
182,30/12/2025,19:30,Chelsea,Bournemouth,2,2,D,2,2,D,S Barrott,17,17,3,6,5,12,12,3,1,1,0,0,1.5,4.75,5.75,1.53,4.6,5.5,1.53,4.75,6.5,1.51,4.56,5.81,4.0,0,0.667,0.211,0.174,2025-12-30 19:30:00,0,1.2,1.4,1.0,0.8423730863258072,86.2,0.15451424149368914,13.8,7.6,0.5509608039019803,0.08287007110536522,1.8,0.11706528765352293,0.7740436034553682,731.8,53.93297290944349,17.282477724066943,0.42309754694956575,-0.13173884938590824,1.2,2.0,0.6,0.7362435947832703,93.6,0.21811911418683363,13.8,8.6,0.6272161172161173,0.08869047619047618,3.0,0.21669413919413918,0.6877197802197802,612.4,58.40427655677655,16.50468966019923,0.4944260346159542,-0.27294871794871794,4.0,18.4,2.9,0.5,0.6666666666666666,0.21052631578947367,0.17391304347826086,0.6535947712418301,0.2173913043478261,0.18181818181818182,0.6535947712418301,0.21052631578947367,0.15384615384615385,0.6622516556291391,0.2192982456140351,0.17211703958691912,4.25,1.0511060259344012,0.6342525399129173,0.908509140497781,0.015000000000000013,0.4282522621072771,0.0,-0.6000000000000001,0.4,0.10612949154253692,-0.06360487269314449,0.0,-1.0,-0.07625531331413693,-0.005820405085110961,-1.2,-0.09962885154061625,0.08632382323558796,-4.471303647333059,0.7777880638677139,-0.07132848766638844,0.1412098685628097,1
183,30/12/2025,19:30,Nottingham Forest,Everton,0,2,A,0,1,A,M Oliver,21,11,6,3,11,9,9,2,1,0,0,0,2.1,3.25,3.7,2.1,3.2,3.7,2.2,3.25,3.8,2.12,3.21,3.7,2.0,-2,0.476,0.308,0.27,2025-12-30 19:30:00,0,1.0,1.2,1.2,0.7795286700871017,86.4,0.19464698744373327,10.4,6.4,0.6395238095238095,0.11357142857142857,1.6,0.14690476190476193,0.690952380952381,607.2,61.775238095238095,16.417358100174567,0.4579403142711353,0.17642857142857152,0.8,0.6,1.4,0.7367885669118455,85.0,0.2109295288770526,11.0,7.0,0.6358041958041959,0.05174825174825175,1.4,0.11682983682983683,0.7344522144522145,566.6,58.24289044289044,15.662326116831466,0.4757680198242532,-0.4573426573426572,3.0,22.8,3.0,0.5,0.47619047619047616,0.3076923076923077,0.27027027027027023,0.47619047619047616,0.3125,0.27027027027027023,0.45454545454545453,0.3076923076923077,0.2631578947368421,0.4716981132075471,0.3115264797507788,0.27027027027027023,1.6,1.0541530541530542,0.45172802404207363,1.0673626479654412,0.04760952285695238,0.04999999999999982,0.19999999999999996,0.6,-0.19999999999999996,0.04274010317525623,-0.016282541433319336,-0.5999999999999996,-0.5999999999999996,0.0037196137196136014,0.061823176823176826,0.20000000000000018,0.030074925074925096,-0.04349983349983355,3.532347652347653,0.7550319833431018,-0.017827705553117912,0.6337712287712287,2
